split,xml_file,filename,class,img_width,img_height,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area,aspect_ratio
train,inclusion_235.xml,inclusion_235.jpg,inclusion,200,200,77,94,130,179,53,85,4505,0.6235294117647059
train,inclusion_236.xml,inclusion_236.jpg,inclusion,200,200,14,12,72,92,58,80,4640,0.725
train,inclusion_237.xml,inclusion_237.jpg,inclusion,200,200,131,146,165,199,34,53,1802,0.6415094339622641
train,inclusion_238.xml,inclusion_238.jpg,inclusion,200,200,101,97,124,158,23,61,1403,0.3770491803278688
train,inclusion_238.xml,inclusion_238.jpg,inclusion,200,200,88,56,116,117,28,61,1708,0.45901639344262296
train,inclusion_239.xml,inclusion_239.jpg,inclusion,200,200,97,54,114,90,17,36,612,0.4722222222222222
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,18,1,52,80,34,79,2686,0.43037974683544306
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,26,121,53,199,27,78,2106,0.34615384615384615
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,62,93,105,198,43,105,4515,0.4095238095238095
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,96,1,121,63,25,62,1550,0.4032258064516129
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,131,1,171,194,40,193,7720,0.20725388601036268
train,inclusion_24.xml,inclusion_24.jpg,inclusion,200,200,82,38,98,91,16,53,848,0.3018867924528302
train,inclusion_240.xml,inclusion_240.jpg,inclusion,200,200,74,94,133,187,59,93,5487,0.6344086021505376
train,inclusion_25.xml,inclusion_25.jpg,inclusion,200,200,13,3,39,142,26,139,3614,0.18705035971223022
train,inclusion_25.xml,inclusion_25.jpg,inclusion,200,200,60,1,83,46,23,45,1035,0.5111111111111111
train,inclusion_25.xml,inclusion_25.jpg,inclusion,200,200,105,2,143,167,38,165,6270,0.23030303030303031
train,inclusion_25.xml,inclusion_25.jpg,inclusion,200,200,28,169,44,200,16,31,496,0.5161290322580645
train,inclusion_25.xml,inclusion_25.jpg,inclusion,200,200,173,105,193,175,20,70,1400,0.2857142857142857
train,inclusion_26.xml,inclusion_26.jpg,inclusion,200,200,84,18,114,65,30,47,1410,0.6382978723404256
train,inclusion_26.xml,inclusion_26.jpg,inclusion,200,200,8,54,23,92,15,38,570,0.39473684210526316
train,inclusion_26.xml,inclusion_26.jpg,inclusion,200,200,80,98,97,143,17,45,765,0.37777777777777777
train,inclusion_26.xml,inclusion_26.jpg,inclusion,200,200,24,147,40,199,16,52,832,0.3076923076923077
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,52,93,79,197,27,104,2808,0.25961538461538464
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,14,72,37,126,23,54,1242,0.42592592592592593
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,92,125,107,170,15,45,675,0.3333333333333333
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,151,46,172,110,21,64,1344,0.328125
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,105,1,129,96,24,95,2280,0.25263157894736843
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,57,23,78,57,21,34,714,0.6176470588235294
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,146,104,166,156,20,52,1040,0.38461538461538464
train,inclusion_27.xml,inclusion_27.jpg,inclusion,200,200,62,51,75,82,13,31,403,0.41935483870967744
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,35,1,69,198,34,197,6698,0.17258883248730963
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,87,13,112,75,25,62,1550,0.4032258064516129
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,105,54,129,95,24,41,984,0.5853658536585366
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,86,107,107,157,21,50,1050,0.42
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,94,159,117,199,23,40,920,0.575
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,147,71,166,147,19,76,1444,0.25
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,180,101,196,144,16,43,688,0.37209302325581395
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,150,30,168,62,18,32,576,0.5625
train,inclusion_28.xml,inclusion_28.jpg,inclusion,200,200,143,147,161,193,18,46,828,0.391304347826087
train,inclusion_29.xml,inclusion_29.jpg,inclusion,200,200,54,5,92,196,38,191,7258,0.19895287958115182
train,inclusion_29.xml,inclusion_29.jpg,inclusion,200,200,102,27,142,197,40,170,6800,0.23529411764705882
train,inclusion_29.xml,inclusion_29.jpg,inclusion,200,200,171,101,193,164,22,63,1386,0.3492063492063492
train,inclusion_29.xml,inclusion_29.jpg,inclusion,200,200,172,7,190,42,18,35,630,0.5142857142857142
train,inclusion_29.xml,inclusion_29.jpg,inclusion,200,200,125,16,145,87,20,71,1420,0.28169014084507044
train,inclusion_3.xml,inclusion_3.jpg,inclusion,200,200,22,16,36,44,14,28,392,0.5
train,inclusion_3.xml,inclusion_3.jpg,inclusion,200,200,18,93,42,186,24,93,2232,0.25806451612903225
train,inclusion_3.xml,inclusion_3.jpg,inclusion,200,200,19,53,45,95,26,42,1092,0.6190476190476191
train,inclusion_30.xml,inclusion_30.jpg,inclusion,200,200,87,2,124,187,37,185,6845,0.2
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,50,44,81,141,31,97,3007,0.31958762886597936
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,63,1,82,36,19,35,665,0.5428571428571428
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,131,86,175,192,44,106,4664,0.41509433962264153
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,141,1,181,87,40,86,3440,0.46511627906976744
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,2,2,16,29,14,27,378,0.5185185185185185
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,2,74,26,148,24,74,1776,0.32432432432432434
train,inclusion_31.xml,inclusion_31.jpg,inclusion,200,200,122,141,137,182,15,41,615,0.36585365853658536
train,inclusion_32.xml,inclusion_32.jpg,inclusion,200,200,35,1,71,199,36,198,7128,0.18181818181818182
train,inclusion_32.xml,inclusion_32.jpg,inclusion,200,200,88,1,119,139,31,138,4278,0.2246376811594203
train,inclusion_32.xml,inclusion_32.jpg,inclusion,200,200,141,1,170,67,29,66,1914,0.4393939393939394
train,inclusion_32.xml,inclusion_32.jpg,inclusion,200,200,114,87,136,165,22,78,1716,0.28205128205128205
train,inclusion_32.xml,inclusion_32.jpg,inclusion,200,200,43,159,67,199,24,40,960,0.6
train,inclusion_33.xml,inclusion_33.jpg,inclusion,200,200,66,5,98,196,32,191,6112,0.16753926701570682
train,inclusion_33.xml,inclusion_33.jpg,inclusion,200,200,113,4,144,111,31,107,3317,0.2897196261682243
train,inclusion_33.xml,inclusion_33.jpg,inclusion,200,200,142,55,167,129,25,74,1850,0.33783783783783783
train,inclusion_34.xml,inclusion_34.jpg,inclusion,200,200,129,72,166,182,37,110,4070,0.33636363636363636
train,inclusion_34.xml,inclusion_34.jpg,inclusion,200,200,20,41,54,171,34,130,4420,0.26153846153846155
train,inclusion_34.xml,inclusion_34.jpg,inclusion,200,200,69,104,97,163,28,59,1652,0.4745762711864407
train,inclusion_34.xml,inclusion_34.jpg,inclusion,200,200,89,10,109,59,20,49,980,0.40816326530612246
train,inclusion_35.xml,inclusion_35.jpg,inclusion,200,200,119,5,157,96,38,91,3458,0.4175824175824176
train,inclusion_35.xml,inclusion_35.jpg,inclusion,200,200,148,2,191,196,43,194,8342,0.22164948453608246
train,inclusion_35.xml,inclusion_35.jpg,inclusion,200,200,118,127,141,196,23,69,1587,0.3333333333333333
train,inclusion_36.xml,inclusion_36.jpg,inclusion,200,200,38,2,109,197,71,195,13845,0.3641025641025641
train,inclusion_36.xml,inclusion_36.jpg,inclusion,200,200,120,3,148,100,28,97,2716,0.28865979381443296
train,inclusion_36.xml,inclusion_36.jpg,inclusion,200,200,130,115,153,199,23,84,1932,0.27380952380952384
train,inclusion_36.xml,inclusion_36.jpg,inclusion,200,200,174,1,199,152,25,151,3775,0.16556291390728478
train,inclusion_37.xml,inclusion_37.jpg,inclusion,200,200,63,2,94,77,31,75,2325,0.41333333333333333
train,inclusion_37.xml,inclusion_37.jpg,inclusion,200,200,8,3,48,197,40,194,7760,0.20618556701030927
train,inclusion_37.xml,inclusion_37.jpg,inclusion,200,200,68,90,95,198,27,108,2916,0.25
train,inclusion_37.xml,inclusion_37.jpg,inclusion,200,200,120,3,163,197,43,194,8342,0.22164948453608246
train,inclusion_37.xml,inclusion_37.jpg,inclusion,200,200,174,2,193,147,19,145,2755,0.1310344827586207
train,inclusion_38.xml,inclusion_38.jpg,inclusion,200,200,17,1,64,199,47,198,9306,0.23737373737373738
train,inclusion_38.xml,inclusion_38.jpg,inclusion,200,200,71,77,92,147,21,70,1470,0.3
train,inclusion_38.xml,inclusion_38.jpg,inclusion,200,200,143,2,181,197,38,195,7410,0.19487179487179487
train,inclusion_38.xml,inclusion_38.jpg,inclusion,200,200,105,75,120,105,15,30,450,0.5
train,inclusion_39.xml,inclusion_39.jpg,inclusion,200,200,12,21,40,193,28,172,4816,0.16279069767441862
train,inclusion_39.xml,inclusion_39.jpg,inclusion,200,200,48,5,85,142,37,137,5069,0.27007299270072993
train,inclusion_39.xml,inclusion_39.jpg,inclusion,200,200,114,2,149,192,35,190,6650,0.18421052631578946
train,inclusion_4.xml,inclusion_4.jpg,inclusion,200,200,91,43,112,140,21,97,2037,0.21649484536082475
train,inclusion_4.xml,inclusion_4.jpg,inclusion,200,200,94,2,119,44,25,42,1050,0.5952380952380952
train,inclusion_40.xml,inclusion_40.jpg,inclusion,200,200,21,4,44,68,23,64,1472,0.359375
train,inclusion_40.xml,inclusion_40.jpg,inclusion,200,200,65,29,104,199,39,170,6630,0.22941176470588234
train,inclusion_40.xml,inclusion_40.jpg,inclusion,200,200,16,64,38,111,22,47,1034,0.46808510638297873
train,inclusion_41.xml,inclusion_41.jpg,inclusion,200,200,56,57,82,123,26,66,1716,0.3939393939393939
train,inclusion_41.xml,inclusion_41.jpg,inclusion,200,200,89,1,126,191,37,190,7030,0.19473684210526315
train,inclusion_41.xml,inclusion_41.jpg,inclusion,200,200,130,85,161,159,31,74,2294,0.4189189189189189
train,inclusion_41.xml,inclusion_41.jpg,inclusion,200,200,156,1,174,79,18,78,1404,0.23076923076923078
train,inclusion_41.xml,inclusion_41.jpg,inclusion,200,200,182,4,198,155,16,151,2416,0.10596026490066225
train,inclusion_42.xml,inclusion_42.jpg,inclusion,200,200,7,30,28,102,21,72,1512,0.2916666666666667
train,inclusion_42.xml,inclusion_42.jpg,inclusion,200,200,122,114,146,191,24,77,1848,0.3116883116883117
train,inclusion_42.xml,inclusion_42.jpg,inclusion,200,200,36,6,62,89,26,83,2158,0.3132530120481928
train,inclusion_42.xml,inclusion_42.jpg,inclusion,200,200,160,60,176,102,16,42,672,0.38095238095238093
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,18,120,41,195,23,75,1725,0.30666666666666664
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,1,1,23,196,22,195,4290,0.11282051282051282
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,29,22,57,182,28,160,4480,0.175
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,96,72,124,160,28,88,2464,0.3181818181818182
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,148,50,177,149,29,99,2871,0.29292929292929293
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,102,1,122,37,20,36,720,0.5555555555555556
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,52,3,78,79,26,76,1976,0.34210526315789475
train,inclusion_43.xml,inclusion_43.jpg,inclusion,200,200,165,1,184,38,19,37,703,0.5135135135135135
train,inclusion_44.xml,inclusion_44.jpg,inclusion,200,200,32,77,65,181,33,104,3432,0.3173076923076923
train,inclusion_44.xml,inclusion_44.jpg,inclusion,200,200,49,32,70,73,21,41,861,0.5121951219512195
train,inclusion_44.xml,inclusion_44.jpg,inclusion,200,200,116,6,162,199,46,193,8878,0.23834196891191708
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,56,1,89,117,33,116,3828,0.28448275862068967
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,2,8,37,148,35,140,4900,0.25
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,53,129,75,197,22,68,1496,0.3235294117647059
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,148,54,172,113,24,59,1416,0.4067796610169492
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,84,6,107,88,23,82,1886,0.2804878048780488
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,27,78,44,114,17,36,612,0.4722222222222222
train,inclusion_45.xml,inclusion_45.jpg,inclusion,200,200,103,147,120,176,17,29,493,0.5862068965517241
train,inclusion_46.xml,inclusion_46.jpg,inclusion,200,200,27,1,54,167,27,166,4482,0.16265060240963855
train,inclusion_46.xml,inclusion_46.jpg,inclusion,200,200,59,9,97,196,38,187,7106,0.20320855614973263
train,inclusion_47.xml,inclusion_47.jpg,inclusion,200,200,103,11,136,198,33,187,6171,0.17647058823529413
train,inclusion_47.xml,inclusion_47.jpg,inclusion,200,200,139,1,172,181,33,180,5940,0.18333333333333332
train,inclusion_47.xml,inclusion_47.jpg,inclusion,200,200,99,1,122,47,23,46,1058,0.5
train,inclusion_48.xml,inclusion_48.jpg,inclusion,200,200,48,1,83,198,35,197,6895,0.17766497461928935
train,inclusion_48.xml,inclusion_48.jpg,inclusion,200,200,86,1,111,155,25,154,3850,0.16233766233766234
train,inclusion_49.xml,inclusion_49.jpg,inclusion,200,200,133,3,178,197,45,194,8730,0.23195876288659795
train,inclusion_5.xml,inclusion_5.jpg,inclusion,200,200,141,89,166,186,25,97,2425,0.25773195876288657
train,inclusion_5.xml,inclusion_5.jpg,inclusion,200,200,143,11,158,39,15,28,420,0.5357142857142857
train,inclusion_5.xml,inclusion_5.jpg,inclusion,200,200,140,49,168,90,28,41,1148,0.6829268292682927
train,inclusion_50.xml,inclusion_50.jpg,inclusion,200,200,77,1,118,196,41,195,7995,0.21025641025641026
train,inclusion_51.xml,inclusion_51.jpg,inclusion,200,200,30,2,70,197,40,195,7800,0.20512820512820512
train,inclusion_52.xml,inclusion_52.jpg,inclusion,200,200,81,1,124,197,43,196,8428,0.2193877551020408
train,inclusion_53.xml,inclusion_53.jpg,inclusion,200,200,22,1,58,172,36,171,6156,0.21052631578947367
train,inclusion_54.xml,inclusion_54.jpg,inclusion,200,200,79,1,108,90,29,89,2581,0.3258426966292135
train,inclusion_54.xml,inclusion_54.jpg,inclusion,200,200,82,77,116,199,34,122,4148,0.2786885245901639
train,inclusion_55.xml,inclusion_55.jpg,inclusion,200,200,139,1,183,198,44,197,8668,0.2233502538071066
train,inclusion_56.xml,inclusion_56.jpg,inclusion,200,200,9,1,51,180,42,179,7518,0.2346368715083799
train,inclusion_56.xml,inclusion_56.jpg,inclusion,200,200,51,1,79,198,28,197,5516,0.14213197969543148
train,inclusion_57.xml,inclusion_57.jpg,inclusion,200,200,145,94,178,176,33,82,2706,0.4024390243902439
train,inclusion_57.xml,inclusion_57.jpg,inclusion,200,200,99,104,123,168,24,64,1536,0.375
train,inclusion_57.xml,inclusion_57.jpg,inclusion,200,200,151,18,168,49,17,31,527,0.5483870967741935
train,inclusion_58.xml,inclusion_58.jpg,inclusion,200,200,109,75,139,160,30,85,2550,0.35294117647058826
train,inclusion_58.xml,inclusion_58.jpg,inclusion,200,200,61,88,83,149,22,61,1342,0.36065573770491804
train,inclusion_59.xml,inclusion_59.jpg,inclusion,200,200,19,89,48,173,29,84,2436,0.34523809523809523
train,inclusion_59.xml,inclusion_59.jpg,inclusion,200,200,104,6,146,114,42,108,4536,0.3888888888888889
train,inclusion_59.xml,inclusion_59.jpg,inclusion,200,200,143,94,164,136,21,42,882,0.5
train,inclusion_59.xml,inclusion_59.jpg,inclusion,200,200,24,16,40,50,16,34,544,0.47058823529411764
train,inclusion_6.xml,inclusion_6.jpg,inclusion,200,200,167,83,200,95,33,12,396,2.75
train,inclusion_6.xml,inclusion_6.jpg,inclusion,200,200,1,165,136,190,135,25,3375,5.4
train,inclusion_6.xml,inclusion_6.jpg,inclusion,200,200,147,167,174,183,27,16,432,1.6875
train,inclusion_60.xml,inclusion_60.jpg,inclusion,200,200,32,1,55,68,23,67,1541,0.34328358208955223
train,inclusion_60.xml,inclusion_60.jpg,inclusion,200,200,30,151,48,200,18,49,882,0.3673469387755102
train,inclusion_60.xml,inclusion_60.jpg,inclusion,200,200,132,81,174,198,42,117,4914,0.358974358974359
train,inclusion_60.xml,inclusion_60.jpg,inclusion,200,200,31,72,48,134,17,62,1054,0.27419354838709675
train,inclusion_60.xml,inclusion_60.jpg,inclusion,200,200,159,1,173,31,14,30,420,0.4666666666666667
train,inclusion_61.xml,inclusion_61.jpg,inclusion,200,200,60,1,93,159,33,158,5214,0.2088607594936709
train,inclusion_61.xml,inclusion_61.jpg,inclusion,200,200,84,37,119,199,35,162,5670,0.21604938271604937
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,39,1,67,74,28,73,2044,0.3835616438356164
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,147,86,189,197,42,111,4662,0.3783783783783784
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,40,162,57,198,17,36,612,0.4722222222222222
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,1,66,33,199,32,133,4256,0.24060150375939848
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,39,77,59,140,20,63,1260,0.31746031746031744
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,169,1,182,32,13,31,403,0.41935483870967744
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,39,77,59,140,20,63,1260,0.31746031746031744
train,inclusion_62.xml,inclusion_62.jpg,inclusion,200,200,46,116,59,146,13,30,390,0.43333333333333335
train,inclusion_63.xml,inclusion_63.jpg,inclusion,200,200,143,41,168,116,25,75,1875,0.3333333333333333
train,inclusion_63.xml,inclusion_63.jpg,inclusion,200,200,147,108,164,179,17,71,1207,0.23943661971830985
train,inclusion_64.xml,inclusion_64.jpg,inclusion,200,200,112,1,136,70,24,69,1656,0.34782608695652173
train,inclusion_64.xml,inclusion_64.jpg,inclusion,200,200,106,91,138,198,32,107,3424,0.29906542056074764
train,inclusion_65.xml,inclusion_65.jpg,inclusion,200,200,30,1,57,82,27,81,2187,0.3333333333333333
train,inclusion_65.xml,inclusion_65.jpg,inclusion,200,200,147,20,191,198,44,178,7832,0.24719101123595505
train,inclusion_65.xml,inclusion_65.jpg,inclusion,200,200,27,108,48,145,21,37,777,0.5675675675675675
train,inclusion_66.xml,inclusion_66.jpg,inclusion,200,200,64,1,108,197,44,196,8624,0.22448979591836735
train,inclusion_67.xml,inclusion_67.jpg,inclusion,200,200,71,31,97,92,26,61,1586,0.4262295081967213
train,inclusion_67.xml,inclusion_67.jpg,inclusion,200,200,126,1,151,73,25,72,1800,0.3472222222222222
train,inclusion_67.xml,inclusion_67.jpg,inclusion,200,200,17,116,39,193,22,77,1694,0.2857142857142857
train,inclusion_67.xml,inclusion_67.jpg,inclusion,200,200,132,166,155,200,23,34,782,0.6764705882352942
train,inclusion_68.xml,inclusion_68.jpg,inclusion,200,200,92,109,118,161,26,52,1352,0.5
train,inclusion_68.xml,inclusion_68.jpg,inclusion,200,200,154,6,171,66,17,60,1020,0.2833333333333333
train,inclusion_69.xml,inclusion_69.jpg,inclusion,200,200,30,30,52,98,22,68,1496,0.3235294117647059
train,inclusion_69.xml,inclusion_69.jpg,inclusion,200,200,37,116,56,167,19,51,969,0.37254901960784315
train,inclusion_69.xml,inclusion_69.jpg,inclusion,200,200,141,71,165,146,24,75,1800,0.32
train,inclusion_7.xml,inclusion_7.jpg,inclusion,200,200,9,56,147,83,138,27,3726,5.111111111111111
train,inclusion_7.xml,inclusion_7.jpg,inclusion,200,200,151,61,183,75,32,14,448,2.2857142857142856
train,inclusion_70.xml,inclusion_70.jpg,inclusion,200,200,87,46,117,116,30,70,2100,0.42857142857142855
train,inclusion_70.xml,inclusion_70.jpg,inclusion,200,200,86,127,106,179,20,52,1040,0.38461538461538464
train,inclusion_70.xml,inclusion_70.jpg,inclusion,200,200,24,5,73,179,49,174,8526,0.28160919540229884
train,inclusion_71.xml,inclusion_71.jpg,inclusion,200,200,76,73,114,158,38,85,3230,0.4470588235294118
train,inclusion_71.xml,inclusion_71.jpg,inclusion,200,200,110,66,136,112,26,46,1196,0.5652173913043478
train,inclusion_72.xml,inclusion_72.jpg,inclusion,200,200,92,40,125,113,33,73,2409,0.4520547945205479
train,inclusion_73.xml,inclusion_73.jpg,inclusion,200,200,75,1,108,129,33,128,4224,0.2578125
train,inclusion_73.xml,inclusion_73.jpg,inclusion,200,200,127,109,157,180,30,71,2130,0.4225352112676056
train,inclusion_74.xml,inclusion_74.jpg,inclusion,200,200,85,1,116,196,31,195,6045,0.15897435897435896
train,inclusion_74.xml,inclusion_74.jpg,inclusion,200,200,121,2,144,88,23,86,1978,0.26744186046511625
train,inclusion_74.xml,inclusion_74.jpg,inclusion,200,200,147,18,167,50,20,32,640,0.625
train,inclusion_75.xml,inclusion_75.jpg,inclusion,200,200,7,2,40,197,33,195,6435,0.16923076923076924
train,inclusion_75.xml,inclusion_75.jpg,inclusion,200,200,43,76,67,164,24,88,2112,0.2727272727272727
train,inclusion_75.xml,inclusion_75.jpg,inclusion,200,200,115,23,133,78,18,55,990,0.32727272727272727
train,inclusion_75.xml,inclusion_75.jpg,inclusion,200,200,69,97,89,127,20,30,600,0.6666666666666666
train,inclusion_76.xml,inclusion_76.jpg,inclusion,200,200,80,1,128,198,48,197,9456,0.2436548223350254
train,inclusion_76.xml,inclusion_76.jpg,inclusion,200,200,130,115,155,194,25,79,1975,0.31645569620253167
train,inclusion_76.xml,inclusion_76.jpg,inclusion,200,200,158,135,174,164,16,29,464,0.5517241379310345
train,inclusion_77.xml,inclusion_77.jpg,inclusion,200,200,77,69,123,198,46,129,5934,0.35658914728682173
train,inclusion_78.xml,inclusion_78.jpg,inclusion,200,200,107,1,141,75,34,74,2516,0.4594594594594595
train,inclusion_78.xml,inclusion_78.jpg,inclusion,200,200,99,139,131,199,32,60,1920,0.5333333333333333
train,inclusion_78.xml,inclusion_78.jpg,inclusion,200,200,2,49,29,99,27,50,1350,0.54
train,inclusion_79.xml,inclusion_79.jpg,inclusion,200,200,17,6,65,196,48,190,9120,0.25263157894736843
train,inclusion_8.xml,inclusion_8.jpg,inclusion,200,200,23,143,52,160,29,17,493,1.7058823529411764
train,inclusion_8.xml,inclusion_8.jpg,inclusion,200,200,65,132,198,164,133,32,4256,4.15625
train,inclusion_80.xml,inclusion_80.jpg,inclusion,200,200,34,65,73,197,39,132,5148,0.29545454545454547
train,inclusion_80.xml,inclusion_80.jpg,inclusion,200,200,131,11,160,132,29,121,3509,0.2396694214876033
train,inclusion_80.xml,inclusion_80.jpg,inclusion,200,200,157,68,198,197,41,129,5289,0.3178294573643411
train,inclusion_81.xml,inclusion_81.jpg,inclusion,200,200,45,1,90,199,45,198,8910,0.22727272727272727
train,inclusion_81.xml,inclusion_81.jpg,inclusion,200,200,159,1,188,96,29,95,2755,0.30526315789473685
train,inclusion_81.xml,inclusion_81.jpg,inclusion,200,200,136,132,170,198,34,66,2244,0.5151515151515151
train,inclusion_81.xml,inclusion_81.jpg,inclusion,200,200,10,11,43,68,33,57,1881,0.5789473684210527
train,inclusion_81.xml,inclusion_81.jpg,inclusion,200,200,44,166,61,199,17,33,561,0.5151515151515151
train,inclusion_82.xml,inclusion_82.jpg,inclusion,200,200,53,1,87,96,34,95,3230,0.35789473684210527
train,inclusion_82.xml,inclusion_82.jpg,inclusion,200,200,35,133,66,199,31,66,2046,0.4696969696969697
train,inclusion_83.xml,inclusion_83.jpg,inclusion,200,200,144,128,164,187,20,59,1180,0.3389830508474576
train,inclusion_83.xml,inclusion_83.jpg,inclusion,200,200,160,1,190,167,30,166,4980,0.18072289156626506
train,inclusion_83.xml,inclusion_83.jpg,inclusion,200,200,120,52,133,88,13,36,468,0.3611111111111111
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,114,136,132,168,18,32,576,0.5625
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,133,154,152,199,19,45,855,0.4222222222222222
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,138,84,162,142,24,58,1392,0.41379310344827586
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,158,1,184,132,26,131,3406,0.1984732824427481
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,111,6,134,48,23,42,966,0.5476190476190477
train,inclusion_84.xml,inclusion_84.jpg,inclusion,200,200,85,170,101,200,16,30,480,0.5333333333333333
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,9,94,25,127,16,33,528,0.48484848484848486
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,30,114,52,176,22,62,1364,0.3548387096774194
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,34,46,57,97,23,51,1173,0.45098039215686275
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,53,1,77,83,24,82,1968,0.2926829268292683
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,129,19,162,114,33,95,3135,0.3473684210526316
train,inclusion_85.xml,inclusion_85.jpg,inclusion,200,200,54,147,92,193,38,46,1748,0.8260869565217391
train,inclusion_86.xml,inclusion_86.jpg,inclusion,200,200,35,1,60,85,25,84,2100,0.2976190476190476
train,inclusion_86.xml,inclusion_86.jpg,inclusion,200,200,16,43,37,95,21,52,1092,0.40384615384615385
train,inclusion_86.xml,inclusion_86.jpg,inclusion,200,200,7,110,28,175,21,65,1365,0.3230769230769231
train,inclusion_86.xml,inclusion_86.jpg,inclusion,200,200,35,142,72,192,37,50,1850,0.74
train,inclusion_86.xml,inclusion_86.jpg,inclusion,200,200,110,21,144,110,34,89,3026,0.38202247191011235
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,45,83,67,119,22,36,792,0.6111111111111112
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,67,102,90,165,23,63,1449,0.36507936507936506
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,92,139,134,181,42,42,1764,1.0
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,73,36,95,87,22,51,1122,0.43137254901960786
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,92,1,116,73,24,72,1728,0.3333333333333333
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,167,24,190,106,23,82,1886,0.2804878048780488
train,inclusion_87.xml,inclusion_87.jpg,inclusion,200,200,19,117,39,167,20,50,1000,0.4
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,61,27,79,75,18,48,864,0.375
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,107,10,130,76,23,66,1518,0.3484848484848485
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,135,47,175,129,40,82,3280,0.4878048780487805
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,83,127,121,188,38,61,2318,0.6229508196721312
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,34,56,46,84,12,28,336,0.42857142857142855
train,inclusion_88.xml,inclusion_88.jpg,inclusion,200,200,88,1,103,26,15,25,375,0.6
