split,filename,object_index,class_name,source_image_path,crop_path,xmin,ymin,xmax,ymax,padded_xmin,padded_ymin,padded_xmax,padded_ymax,crop_width,crop_height
train,inclusion_210.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_210.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_210_obj00_inclusion.jpg,90,31,133,171,85,26,138,176,53,150
train,inclusion_211.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_211.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_211_obj00_inclusion.jpg,71,1,108,72,66,0,113,77,47,77
train,inclusion_211.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_211.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_211_obj01_inclusion.jpg,88,117,125,199,83,112,130,200,47,88
train,inclusion_212.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_212.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_212_obj00_inclusion.jpg,43,43,78,163,38,38,83,168,45,130
train,inclusion_212.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_212.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_212_obj01_inclusion.jpg,162,85,185,126,157,80,190,131,33,51
train,inclusion_213.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_213.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_213_obj00_inclusion.jpg,119,56,146,199,114,51,151,200,37,149
train,inclusion_213.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_213.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_213_obj01_inclusion.jpg,28,79,49,128,23,74,54,133,31,59
train,inclusion_213.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_213.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_213_obj02_inclusion.jpg,124,24,147,96,119,19,152,101,33,82
train,inclusion_214.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_214.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_214_obj00_inclusion.jpg,70,26,108,197,65,21,113,200,48,179
train,inclusion_214.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_214.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_214_obj01_inclusion.jpg,38,140,56,182,33,135,61,187,28,52
train,inclusion_215.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_215.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_215_obj00_inclusion.jpg,77,1,126,199,72,0,131,200,59,200
train,inclusion_215.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_215.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_215_obj01_inclusion.jpg,59,136,83,199,54,131,88,200,34,69
train,inclusion_215.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_215.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_215_obj02_inclusion.jpg,61,13,82,63,56,8,87,68,31,60
train,inclusion_216.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_216.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_216_obj00_inclusion.jpg,44,1,107,197,39,0,112,200,73,200
train,inclusion_216.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_216.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_216_obj01_inclusion.jpg,147,67,168,110,142,62,173,115,31,53
train,inclusion_217.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_217.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_217_obj00_inclusion.jpg,55,1,108,195,50,0,113,200,63,200
train,inclusion_217.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_217.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_217_obj01_inclusion.jpg,42,1,72,90,37,0,77,95,40,95
train,inclusion_218.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_218.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_218_obj00_inclusion.jpg,56,71,93,144,51,66,98,149,47,83
train,inclusion_218.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_218.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_218_obj01_inclusion.jpg,109,65,139,145,104,60,144,150,40,90
train,inclusion_218.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_218.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_218_obj02_inclusion.jpg,89,73,113,112,84,68,118,117,34,49
train,inclusion_219.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_219.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_219_obj00_inclusion.jpg,110,93,133,179,105,88,138,184,33,96
train,inclusion_219.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_219.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_219_obj01_inclusion.jpg,87,52,108,91,82,47,113,96,31,49
train,inclusion_22.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_22.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_22_obj00_inclusion.jpg,48,4,94,181,43,0,99,186,56,186
train,inclusion_22.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_22.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_22_obj01_inclusion.jpg,99,52,124,110,94,47,129,115,35,68
train,inclusion_22.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_22.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_22_obj02_inclusion.jpg,144,2,189,188,139,0,194,193,55,193
train,inclusion_22.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_22.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_22_obj03_inclusion.jpg,24,20,45,103,19,15,50,108,31,93
train,inclusion_220.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_220.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_220_obj00_inclusion.jpg,53,11,96,199,48,6,101,200,53,194
train,inclusion_220.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_220.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_220_obj01_inclusion.jpg,41,5,57,33,36,0,62,38,26,38
train,inclusion_221.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_221.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_221_obj00_inclusion.jpg,35,61,61,195,30,56,66,200,36,144
train,inclusion_221.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_221.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_221_obj01_inclusion.jpg,138,12,182,199,133,7,187,200,54,193
train,inclusion_221.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_221.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_221_obj02_inclusion.jpg,127,11,143,34,122,6,148,39,26,33
train,inclusion_222.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_222.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_222_obj00_inclusion.jpg,122,30,149,166,117,25,154,171,37,146
train,inclusion_222.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_222.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_222_obj01_inclusion.jpg,27,177,49,199,22,172,54,200,32,28
train,inclusion_223.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_223.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_223_obj00_inclusion.jpg,58,14,79,84,53,9,84,89,31,80
train,inclusion_223.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_223.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_223_obj01_inclusion.jpg,53,115,78,177,48,110,83,182,35,72
train,inclusion_223.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_223.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_223_obj02_inclusion.jpg,110,1,131,63,105,0,136,68,31,68
train,inclusion_223.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_223.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_223_obj03_inclusion.jpg,84,111,102,142,79,106,107,147,28,41
train,inclusion_224.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_224.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_224_obj00_inclusion.jpg,79,42,126,198,74,37,131,200,57,163
train,inclusion_224.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_224.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_224_obj01_inclusion.jpg,70,26,87,67,65,21,92,72,27,51
train,inclusion_225.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_225.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_225_obj00_inclusion.jpg,28,2,64,194,23,0,69,199,46,199
train,inclusion_225.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_225.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_225_obj01_inclusion.jpg,68,14,84,74,63,9,89,79,26,70
train,inclusion_226.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_226.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_226_obj00_inclusion.jpg,29,16,67,199,24,11,72,200,48,189
train,inclusion_227.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_227.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_227_obj00_inclusion.jpg,30,155,48,199,25,150,53,200,28,50
train,inclusion_227.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_227.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_227_obj01_inclusion.jpg,65,2,95,65,60,0,100,70,40,70
train,inclusion_228.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_228.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_228_obj00_inclusion.jpg,93,94,108,130,88,89,113,135,25,46
train,inclusion_229.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_229.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_229_obj00_inclusion.jpg,31,23,58,184,26,18,63,189,37,171
train,inclusion_23.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_23.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_23_obj00_inclusion.jpg,23,10,87,199,18,5,92,200,74,195
train,inclusion_23.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_23.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_23_obj01_inclusion.jpg,109,98,132,198,104,93,137,200,33,107
train,inclusion_23.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_23.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_23_obj02_inclusion.jpg,164,67,194,190,159,62,199,195,40,133
train,inclusion_23.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_23.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_23_obj03_inclusion.jpg,75,16,93,75,70,11,98,80,28,69
train,inclusion_230.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_230.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_230_obj00_inclusion.jpg,31,1,62,179,26,0,67,184,41,184
train,inclusion_230.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_230.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_230_obj01_inclusion.jpg,143,13,159,54,138,8,164,59,26,51
train,inclusion_231.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_231.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_231_obj00_inclusion.jpg,111,86,128,129,106,81,133,134,27,53
train,inclusion_231.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_231.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_231_obj01_inclusion.jpg,92,137,123,198,87,132,128,200,41,68
train,inclusion_231.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_231.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_231_obj02_inclusion.jpg,57,112,87,173,52,107,92,178,40,71
train,inclusion_232.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_232.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_232_obj00_inclusion.jpg,27,43,44,94,22,38,49,99,27,61
train,inclusion_232.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_232.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_232_obj01_inclusion.jpg,133,97,152,151,128,92,157,156,29,64
train,inclusion_232.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_232.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_232_obj02_inclusion.jpg,6,101,37,166,1,96,42,171,41,75
train,inclusion_232.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_232.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_232_obj03_inclusion.jpg,134,1,149,34,129,0,154,39,25,39
train,inclusion_233.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj00_inclusion.jpg,171,63,188,113,166,58,193,118,27,60
train,inclusion_233.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj01_inclusion.jpg,14,64,32,106,9,59,37,111,28,52
train,inclusion_233.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj02_inclusion.jpg,16,121,33,155,11,116,38,160,27,44
train,inclusion_233.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj03_inclusion.jpg,43,68,75,128,38,63,80,133,42,70
train,inclusion_233.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj04_inclusion.jpg,67,14,81,56,62,9,86,61,24,52
train,inclusion_233.jpg,5,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_233.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_233_obj05_inclusion.jpg,33,23,49,76,28,18,54,81,26,63
train,inclusion_234.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_234.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_234_obj00_inclusion.jpg,57,77,80,111,52,72,85,116,33,44
train,inclusion_234.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_234.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_234_obj01_inclusion.jpg,84,24,122,87,79,19,127,92,48,73
train,inclusion_234.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_234.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_234_obj02_inclusion.jpg,83,148,131,200,78,143,136,200,58,57
train,inclusion_235.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_235.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_235_obj00_inclusion.jpg,77,94,130,179,72,89,135,184,63,95
train,inclusion_236.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_236.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_236_obj00_inclusion.jpg,14,12,72,92,9,7,77,97,68,90
train,inclusion_237.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_237.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_237_obj00_inclusion.jpg,131,146,165,199,126,141,170,200,44,59
train,inclusion_238.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_238.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_238_obj00_inclusion.jpg,101,97,124,158,96,92,129,163,33,71
train,inclusion_238.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_238.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_238_obj01_inclusion.jpg,88,56,116,117,83,51,121,122,38,71
train,inclusion_239.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_239.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_239_obj00_inclusion.jpg,97,54,114,90,92,49,119,95,27,46
train,inclusion_24.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj00_inclusion.jpg,18,1,52,80,13,0,57,85,44,85
train,inclusion_24.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj01_inclusion.jpg,26,121,53,199,21,116,58,200,37,84
train,inclusion_24.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj02_inclusion.jpg,62,93,105,198,57,88,110,200,53,112
train,inclusion_24.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj03_inclusion.jpg,96,1,121,63,91,0,126,68,35,68
train,inclusion_24.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj04_inclusion.jpg,131,1,171,194,126,0,176,199,50,199
train,inclusion_24.jpg,5,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_24.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_24_obj05_inclusion.jpg,82,38,98,91,77,33,103,96,26,63
train,inclusion_240.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_240.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_240_obj00_inclusion.jpg,74,94,133,187,69,89,138,192,69,103
train,inclusion_25.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_25.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_25_obj00_inclusion.jpg,13,3,39,142,8,0,44,147,36,147
train,inclusion_25.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_25.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_25_obj01_inclusion.jpg,60,1,83,46,55,0,88,51,33,51
train,inclusion_25.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_25.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_25_obj02_inclusion.jpg,105,2,143,167,100,0,148,172,48,172
train,inclusion_25.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_25.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_25_obj03_inclusion.jpg,28,169,44,200,23,164,49,200,26,36
train,inclusion_25.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_25.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_25_obj04_inclusion.jpg,173,105,193,175,168,100,198,180,30,80
train,inclusion_26.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_26.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_26_obj00_inclusion.jpg,84,18,114,65,79,13,119,70,40,57
train,inclusion_26.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_26.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_26_obj01_inclusion.jpg,8,54,23,92,3,49,28,97,25,48
train,inclusion_26.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_26.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_26_obj02_inclusion.jpg,80,98,97,143,75,93,102,148,27,55
train,inclusion_26.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_26.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_26_obj03_inclusion.jpg,24,147,40,199,19,142,45,200,26,58
train,inclusion_27.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj00_inclusion.jpg,52,93,79,197,47,88,84,200,37,112
train,inclusion_27.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj01_inclusion.jpg,14,72,37,126,9,67,42,131,33,64
train,inclusion_27.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj02_inclusion.jpg,92,125,107,170,87,120,112,175,25,55
train,inclusion_27.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj03_inclusion.jpg,151,46,172,110,146,41,177,115,31,74
train,inclusion_27.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj04_inclusion.jpg,105,1,129,96,100,0,134,101,34,101
train,inclusion_27.jpg,5,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj05_inclusion.jpg,57,23,78,57,52,18,83,62,31,44
train,inclusion_27.jpg,6,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj06_inclusion.jpg,146,104,166,156,141,99,171,161,30,62
train,inclusion_27.jpg,7,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_27.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_27_obj07_inclusion.jpg,62,51,75,82,57,46,80,87,23,41
train,inclusion_28.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj00_inclusion.jpg,35,1,69,198,30,0,74,200,44,200
train,inclusion_28.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj01_inclusion.jpg,87,13,112,75,82,8,117,80,35,72
train,inclusion_28.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj02_inclusion.jpg,105,54,129,95,100,49,134,100,34,51
train,inclusion_28.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj03_inclusion.jpg,86,107,107,157,81,102,112,162,31,60
train,inclusion_28.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj04_inclusion.jpg,94,159,117,199,89,154,122,200,33,46
train,inclusion_28.jpg,5,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj05_inclusion.jpg,147,71,166,147,142,66,171,152,29,86
train,inclusion_28.jpg,6,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj06_inclusion.jpg,180,101,196,144,175,96,200,149,25,53
train,inclusion_28.jpg,7,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj07_inclusion.jpg,150,30,168,62,145,25,173,67,28,42
train,inclusion_28.jpg,8,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_28.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_28_obj08_inclusion.jpg,143,147,161,193,138,142,166,198,28,56
train,inclusion_29.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_29.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_29_obj00_inclusion.jpg,54,5,92,196,49,0,97,200,48,200
train,inclusion_29.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_29.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_29_obj01_inclusion.jpg,102,27,142,197,97,22,147,200,50,178
train,inclusion_29.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_29.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_29_obj02_inclusion.jpg,171,101,193,164,166,96,198,169,32,73
train,inclusion_29.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_29.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_29_obj03_inclusion.jpg,172,7,190,42,167,2,195,47,28,45
train,inclusion_29.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_29.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_29_obj04_inclusion.jpg,125,16,145,87,120,11,150,92,30,81
train,inclusion_3.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_3.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_3_obj00_inclusion.jpg,22,16,36,44,17,11,41,49,24,38
train,inclusion_3.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_3.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_3_obj01_inclusion.jpg,18,93,42,186,13,88,47,191,34,103
train,inclusion_3.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_3.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_3_obj02_inclusion.jpg,19,53,45,95,14,48,50,100,36,52
train,inclusion_30.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_30.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_30_obj00_inclusion.jpg,87,2,124,187,82,0,129,192,47,192
train,inclusion_31.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj00_inclusion.jpg,50,44,81,141,45,39,86,146,41,107
train,inclusion_31.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj01_inclusion.jpg,63,1,82,36,58,0,87,41,29,41
train,inclusion_31.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj02_inclusion.jpg,131,86,175,192,126,81,180,197,54,116
train,inclusion_31.jpg,3,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj03_inclusion.jpg,141,1,181,87,136,0,186,92,50,92
train,inclusion_31.jpg,4,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj04_inclusion.jpg,2,2,16,29,0,0,21,34,21,34
train,inclusion_31.jpg,5,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj05_inclusion.jpg,2,74,26,148,0,69,31,153,31,84
train,inclusion_31.jpg,6,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_31.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_31_obj06_inclusion.jpg,122,141,137,182,117,136,142,187,25,51
train,inclusion_32.jpg,0,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_32.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_32_obj00_inclusion.jpg,35,1,71,199,30,0,76,200,46,200
train,inclusion_32.jpg,1,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_32.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_32_obj01_inclusion.jpg,88,1,119,139,83,0,124,144,41,144
train,inclusion_32.jpg,2,inclusion,C:\NEU-DET\train\images\inclusion\inclusion_32.jpg,C:\NEU-DET\crops\train\inclusion\inclusion_32_obj02_inclusion.jpg,141,1,170,67,136,0,175,72,39,72
